text_id	entity_id	name	category	positions
448557	T3	pediatric	Habitat	61 70
448557	T4	respiratory	Habitat	178 189
448557	T5	respiratory	Habitat	256 267
448557	T6	pediatric	Habitat	281 290
448557	T7	children less than 2 years of age	Habitat	339 372
448557	T8	children greater than 9 years of age who had lower respiratory illness	Habitat	418 488
448557	T9	respiratory	Habitat	469 480
448557	T10	Males	Habitat	490 495
448557	T11	females	Habitat	543 550
448557	T12	males	Habitat	573 578
448557	T13	nonbacterial pathogen	Phenotype	600 621
448557	T14	patients with WARI	Habitat	648 666
448557	T15	respiratory	Habitat	668 679
448557	T16	respiratory syncytial virus	Microorganism	668 695
448557	T17	parainfluenza virus types 1	Microorganism	697 724
448557	T18	parainfluenza virus types 3	Microorganism	697 722;729 730
448557	T19	adenoviruses	Microorganism	732 744
448557	T20	Mycoplasma pneumoniae	Microorganism	750 771
448557	T21	Patient	Habitat	807 814
448557	T22	cause of WARI in children under 5 years of age	Phenotype	887 933
448557	T23	children under 5 years of age	Habitat	904 933
448557	T24	RSV	Microorganism	938 941
448557	T25	Mycoplasma pneumoniae	Microorganism	950 971
448557	T26	school age children with wheezing illness	Habitat	1007 1048
448557	T27	diagnosticians	Habitat	1124 1138
448557	T28	researchers	Habitat	1146 1157
448557	T29	respiratory	Habitat	1193 1204
F-26678131-002	T1	Ln. pseudomesenteroides (M7)	Microorganism	0 28
F-26678131-002	T2	Ln. citreum (M2)	Microorganism	30 46
F-26678131-002	T3	Lb. plantarum (FH3)	Microorganism	48 67
F-26678131-002	T4	M. caseolyticus (RP8)	Microorganism	69 90
F-26678131-002	T5	Listeria monocytogenes	Microorganism	130 152
F-26678131-002	T6	H. alvei	Microorganism	225 233
F-26678131-002	T7	STEC O26:H11	Microorganism	251 263
F-26678131-002	T8	STEC	Phenotype	251 255
F-26678131-002	T9	uncooked pressed model cheese	Habitat	270 299
F-25496341-002	T1	Arthrobacter	Microorganism	67 79
F-25496341-002	T2	cheese	Habitat	102 108
F-25496341-002	T3	Arthrobacter	Microorganism	174 186
F-25496341-002	T4	soil	Habitat	226 230
F-25496341-002	T5	ubiquitous	Phenotype	264 274
F-25496341-002	T6	cheese	Habitat	306 312
F-25496341-002	T7	cheese habitat	Habitat	387 401
F-25496341-002	T8	catabolism of D-galactonate	Phenotype	452 479
F-25496341-002	T9	Arthrobacter arilaitensis Re117	Microorganism	506 537
17237163	T1	Quorum-sensing regulation of adhesion in Serratia marcescens MG1 is surface dependent.	Title	0 86
17237163	T2	Serratia marcescens is an opportunistic pathogen and a major cause of ocular infections. In previous studies of S. marcescens MG1, we showed that biofilm maturation and sloughing were regulated by N-acyl homoserine lactone (AHL)-based quorum sensing (QS). Because of the importance of adhesion in initiating biofilm formation and infection, the primary goal of this study was to determine whether QS is important in adhesion to both abiotic and biotic surfaces, as assessed by determining the degree of attachment to hydrophilic tissue culture plates and human corneal epithelial (HCE) cells. Our results demonstrate that while adhesion to the abiotic surface was AHL regulated, adhesion to the HCE cell biotic surface was not. Type I fimbriae were identified as the critical adhesin for non-QS-mediated attachment to the biotic HCE cell surface but played no role in adhesion to the abiotic surface. While we were not able to identify a single QS-regulated adhesin essential for attachment to the abiotic surface, four AHL-regulated genes involved in adhesion to the abiotic surface were identified. Interestingly, two of these genes, bsmA and bsmB, were also shown to be involved in adhesion to the biotic surface in a non-QS-controlled fashion. Therefore, the expression of these two genes appears to be cocontrolled by regulators other than the QS system for mediation of attachment to HCE cells. We also found that QS in S. marcescens regulates other potential cell surface adhesins, including exopolysaccharide and the outer membrane protein OmpX. We concluded that S. marcescens MG1 utilizes different regulatory systems and adhesins in attachment to biotic and abiotic surfaces and that QS is a main regulatory pathway in adhesion to an abiotic surface but not in adhesion to a biotic surface.	Paragraph	87 1888
17237163	T3	Quorum-sensing	Phenotype	0 14
17237163	T4	adhesion	Phenotype	29 37
17237163	T5	Serratia marcescens MG1	Microorganism	41 64
17237163	T6	Serratia marcescens	Microorganism	87 106
17237163	T7	opportunistic pathogen	Phenotype	113 135
17237163	T8	ocular	Habitat	157 163
17237163	T9	S. marcescens MG1	Microorganism	199 216
17237163	T10	biofilm	Habitat	233 240
17237163	T11	biofilm maturation	Phenotype	233 251
17237163	T12	N-acyl homoserine lactone (AHL)-based quorum sensing	Phenotype	284 336
17237163	T13	QS	Phenotype	338 340
17237163	T14	adhesion	Phenotype	372 380
17237163	T15	biofilm	Habitat	395 402
17237163	T16	biofilm formation	Phenotype	395 412
17237163	T17	QS	Phenotype	484 486
17237163	T18	adhesion	Phenotype	503 511
17237163	T19	abiotic surfaces	Habitat	520 527;539 547
17237163	T20	biotic surfaces	Habitat	532 547
17237163	T21	attachment	Phenotype	590 600
17237163	T22	hydrophilic tissue culture plates	Habitat	604 637
17237163	T23	hydrophilic tissue culture	Habitat	604 630
17237163	T24	human corneal epithelial (HCE) cells	Habitat	642 678
17237163	T25	human	Habitat	642 647
17237163	T26	corneal	Habitat	648 655
17237163	T27	epithelial	Habitat	656 666
17237163	T28	adhesion	Phenotype	715 723
17237163	T29	abiotic surface	Habitat	731 746
17237163	T30	adhesion	Phenotype	766 774
17237163	T31	HCE cell	Habitat	782 790
17237163	T32	HCE cell biotic surface	Habitat	782 805
17237163	T33	QS	Phenotype	879 881
17237163	T34	attachment	Phenotype	891 901
17237163	T35	biotic HCE cell surface	Habitat	909 932
17237163	T36	HCE cell	Habitat	916 924
17237163	T37	adhesion	Phenotype	955 963
17237163	T38	abiotic surface	Habitat	971 986
17237163	T39	QS	Phenotype	1032 1034
17237163	T40	attachment	Phenotype	1067 1077
17237163	T41	abiotic surface	Habitat	1085 1100
17237163	T42	adhesion	Phenotype	1139 1147
17237163	T43	abiotic surface	Habitat	1155 1170
17237163	T44	adhesion	Phenotype	1272 1280
17237163	T45	biotic surface	Habitat	1288 1302
17237163	T46	QS	Phenotype	1312 1314
17237163	T47	QS	Phenotype	1436 1438
17237163	T48	attachment	Phenotype	1463 1473
17237163	T49	HCE cells	Habitat	1477 1486
17237163	T50	QS	Phenotype	1507 1509
17237163	T51	S. marcescens	Microorganism	1513 1526
17237163	T52	S. marcescens MG1	Microorganism	1659 1676
17237163	T53	attachment	Phenotype	1731 1741
17237163	T54	biotic surfaces	Habitat	1745 1751;1764 1772
17237163	T55	abiotic surfaces	Habitat	1756 1772
17237163	T56	QS	Phenotype	1782 1784
17237163	T57	adhesion	Phenotype	1817 1825
17237163	T58	abiotic surface	Habitat	1832 1847
17237163	T59	adhesion	Phenotype	1859 1867
17237163	T60	biotic surface	Habitat	1873 1887
F-23224222-013	T1	Str. thermophilus	Microorganism	188 205
F-23224222-013	T2	cheese	Habitat	209 215
F-23224222-013	T3	cheese interiors	Habitat	209 225
F-23224222-013	T4	Vagococcus carniphilus	Microorganism	237 259
F-23224222-013	T5	Psychrobacter spp.	Microorganism	261 279
F-23224222-013	T6	Lb. curvatus	Microorganism	284 296
F-23224222-013	T7	cheese surfaces	Habitat	301 316
F-23224222-013	T8	cheese	Habitat	301 307
4105033	T1	Interactions of alkaline phosphatase and the cell wall of Pseudomonas aeruginosa.	Title	0 81
4105033	T2	Spheroplasts prepared by lysozyme treatment of cells of Pseudomonas aeruginosa, suspended in 20% sucrose or 0.2 m MgCl(2), were examined in detail. Preparation of spheroplasts in the presence of 0.2 m Mg(2+) released periplasmic alkaline phosphatase, whereas preparation in the presence of 20% sucrose did not, even though untreated cells released phosphatase when suspended in sucrose in the absence of lysozyme. Biochemical characterizations of the sucrose-lysozyme preparations indicated that lysozyme mediated a reassociation of the released phosphatase with the spheroplasts. In addition, the enzyme released from whole cells suspended in 20% sucrose (which represents 20 to 40% of the cell-bound phosphatase) reassociates with the cells in the presence of lysozyme. Electron microscopic examinations of various preparations revealed that phosphatase released in sucrose reassociated with the external cell wall layers in the presence of lysozyme, that sucrose-lysozyme prepared spheroplasts did not dissociate phosphatase which remained in the periplasm of sucrose-washed cells, and that phosphatase was never observed to be associated with the cytoplasmic membrane. A model to account for the binding of P. aeruginosa alkaline phosphatase to the internal portion of the tripartite layer of the cell wall rather than to the cytoplasmic membrane or peptidoglycan layer is presented.	Paragraph	82 1469
4105033	T3	Pseudomonas aeruginosa	Microorganism	58 80
4105033	T4	Spheroplasts	Habitat	82 94
4105033	T5	Pseudomonas aeruginosa	Microorganism	138 160
4105033	T6	20% sucrose	Habitat	175 186
4105033	T7	0.2 m MgCl(2)	Habitat	190 203
4105033	T8	spheroplasts	Habitat	245 257
4105033	T9	0.2 m Mg(2+)	Habitat	277 289
4105033	T10	20% sucrose	Habitat	372 383
4105033	T11	sucrose	Habitat	460 467
4105033	T12	sucrose-lysozyme preparations	Habitat	533 562
4105033	T13	spheroplasts	Habitat	649 661
4105033	T14	20% sucrose	Habitat	726 737
4105033	T15	sucrose	Habitat	950 957
4105033	T16	sucrose-lysozyme	Habitat	1040 1056
4105033	T17	sucrose-lysozyme prepared spheroplasts	Habitat	1040 1078
4105033	T18	sucrose-washed cells	Habitat	1145 1165
4105033	T19	P. aeruginosa	Microorganism	1293 1306
6107735	T1	Recurrence of Pelecypod-associated cholera in Sardinia.	Title	0 55
6107735	T2	From Oct. 30 to Nov. 7, 1979, 10 people in the Sardinian province of Cagliari had onset of bacteriologically confirmed cholera. Two symptom-free excretors of Vibrio cholerae O:1 were detected in household contacts of the patients. There were no deaths. All but 1 of the 12 people with V. cholerae O:1 infection gave a history of recent consumption of marine bivalves known locally as arselle (pelecypods). Triplicate matched neighbourhood controls for each of the first 7 cases identified were also interviewed; none had recently eaten arselle. V. cholerae O:1 was also recovered from samples of water and bivalves obtained from a lagoon on the outskirts of the city of Cagliari. Arselle had also been implicated as the vehicle of transmission in 1973 in the last outbreak of cholera in Sardinia. It seems unlikely that cholera transmission had persisted locally in the interim.	Paragraph	56 934
6107735	T3	Pelecypod	Habitat	14 23
6107735	T4	people	Habitat	89 95
6107735	T5	Vibrio cholerae O:1	Microorganism	214 233
6107735	T6	household	Habitat	251 260
6107735	T7	household contacts of the patients	Habitat	251 285
6107735	T8	patients	Habitat	277 285
6107735	T9	people with V. cholerae O:1 infection	Habitat	329 366
6107735	T10	V. cholerae O:1	Microorganism	341 356
6107735	T11	marine bivalves	Habitat	407 422
6107735	T12	marine	Habitat	407 413
6107735	T13	arselle	Habitat	440 447
6107735	T14	pelecypods	Habitat	449 459
6107735	T15	arselle	Habitat	592 599
6107735	T16	V. cholerae O:1	Microorganism	601 616
6107735	T17	water	Habitat	652 657
6107735	T18	bivalves	Habitat	662 670
6107735	T19	lagoon on the outskirts of the city of Cagliari	Habitat	687 734
6107735	T20	outskirts of the city of Cagliari	Habitat	701 734
6107735	T21	Arselle	Habitat	736 743
19501788	T1	Construction of an attenuated Pseudomonas fluorescens strain and evaluation of its potential as a cross-protective vaccine.	Title	0 123
19501788	T2	Ferric uptake regulator (Fur) is a global transcription regulator that is ubiquitous to Gram-negative bacteria and regulates diverse biological processes, including iron uptake, cellular metabolism, stress response, and production of virulence determinants. As a result, for many pathogenic bacteria, Fur plays a crucial role in the course of infection and disease development. In this study, the fur gene was cloned from a pathogenic Pseudomonas fluorescens strain, TSS, isolated from diseased Japanese flounder cultured in a local farm. TSS Fur can partially complement the defective phenotype of an Escherichia coli fur mutant. A TSS fur null mutant, TFM, was constructed. Compared to TSS, TFM exhibits reduced growth ability, aberrant production of outer membrane proteins, decreased resistance against host serum bactericidal activity, impaired ability to disseminate in host blood and tissues, and drastic attenuation in overall bacterial virulence in a Japanese flounder infection model. When used as a live vaccine administered via the injection, immersion, and oral routes, TFM affords high levels of protection upon Japanese flounder against not only P. fluorescens infection but also Aeromonas hydrophila infection. Furthermore, a plasmid, pJAQ, was constructed, which expresses the coding element of the Vibrio harveyi antigen AgaV-DegQ. TFM harboring pJAQ can secret AgaV-DegQ into the extracellular milieu. Vaccination of Japanese flounder with live TFM/pJAQ elicited strong immunoprotection against both V. harveyi and A. hydrophila infections.	Paragraph	124 1683
19501788	T3	Pseudomonas fluorescens	Microorganism	30 53
19501788	T4	cross-protective vaccine	Habitat	98 122
19501788	T5	Gram-negative	Phenotype	212 225
19501788	T6	virulence	Phenotype	358 367
19501788	T7	pathogenic	Phenotype	404 414
19501788	T8	pathogenic	Phenotype	548 558
19501788	T9	Pseudomonas fluorescens strain, TSS	Microorganism	559 594
19501788	T10	diseased Japanese flounder cultured in a local farm	Habitat	610 661
19501788	T11	local farm	Habitat	651 661
19501788	T12	TSS	Microorganism	663 666
19501788	T13	Escherichia coli	Microorganism	726 742
19501788	T14	fur mutant	Phenotype	743 753
19501788	T15	TSS	Microorganism	757 760
19501788	T16	fur null mutant	Phenotype	761 776
19501788	T17	TFM	Microorganism	778 781
19501788	T18	TSS	Microorganism	812 815
19501788	T19	TFM	Microorganism	817 820
19501788	T20	decreased resistance against host serum bactericidal activity	Phenotype	902 963
19501788	T21	host serum	Habitat	931 941
19501788	T22	host tissues	Habitat	1000 1004;1015 1022
19501788	T23	host blood	Habitat	1000 1010
19501788	T24	bacterial virulence	Phenotype	1059 1078
19501788	T25	Japanese flounder	Habitat	1084 1101
19501788	T26	live vaccine	Habitat	1134 1146
19501788	T27	oral	Habitat	1194 1198
19501788	T28	TFM	Microorganism	1207 1210
19501788	T29	Japanese flounder	Habitat	1250 1267
19501788	T30	P. fluorescens	Microorganism	1285 1299
19501788	T31	Aeromonas hydrophila	Microorganism	1319 1339
19501788	T32	Vibrio harveyi	Microorganism	1440 1454
19501788	T33	TFM	Microorganism	1474 1477
19501788	T34	Japanese flounder	Habitat	1560 1577
19501788	T35	TFM	Microorganism	1588 1591
19501788	T36	V. harveyi	Microorganism	1643 1653
19501788	T37	A. hydrophila	Microorganism	1658 1671
8532424	T1	Respiratory carriage of Kingella kingae among healthy children.	Title	0 63
8532424	T2	The role of Kingella kingae as an invasive pathogen of young children is being increasingly recognized, but the niche of the organism in the respiratory tract and its prevalence in the normal flora of children remain unknown. To investigate these two aspects throat and nasopharyngeal cultures were obtained every 2 weeks from two cohorts of children, ages 6 to 42 months on enrollment, attending a day-care center in southern Israel. To determine the age-related prevalence of K. kingae, throat cultures were obtained from children ages 6 months to 14 years hospitalized for elective surgery who had not received antibiotics during the previous 30 days and from healthy infants younger than 6 months attending a well-baby-care clinic for routine vaccinations. During an 11-month follow-up 109 of 624 (27.5%) throat cultures but none of the nasopharyngeal cultures obtained from 48 day-care center attendees grew K. kingae. The monthly prevalence of K. kingae ranged from 6.1 to 34.6% with December and April peaks. Overall 35 of 48 (72.9%) children had at least one positive culture for the organism. Among the 27 children who had > or = 2 positive cultures, continuous and intermittent patterns of carriage were observed. None of the colonized children experienced an invasive K. kingae infection. The prevalence of pharyngeal carriage among surgical patients was 8.0%, and the organism was not isolated from any of the infants younger than 6 months attending the well-baby-care clinic.	Paragraph	64 1552
8532424	T3	Respiratory	Habitat	0 11
8532424	T4	Kingella kingae	Microorganism	24 39
8532424	T5	healthy children	Habitat	46 62
8532424	T6	Kingella kingae	Microorganism	76 91
8532424	T7	invasive pathogen of young children	Phenotype	98 133
8532424	T8	young children	Habitat	119 133
8532424	T9	respiratory tract	Habitat	205 222
8532424	T10	normal flora of children	Habitat	249 273
8532424	T11	children	Habitat	265 273
8532424	T12	throat	Habitat	323 329
8532424	T13	throat cultures	Habitat	323 329;349 357
8532424	T14	nasopharyngeal cultures	Habitat	334 357
8532424	T15	nasopharyngeal	Habitat	334 348
8532424	T16	cohorts of children	Habitat	395 414
8532424	T17	day-care center	Habitat	463 478
8532424	T18	K. kingae	Microorganism	542 551
8532424	T19	throat cultures	Habitat	553 568
8532424	T20	throat	Habitat	553 559
8532424	T21	children ages 6 months to 14 years	Habitat	588 622
8532424	T22	hospitalized	Habitat	623 635
8532424	T23	healthy infants younger than 6 months	Habitat	727 764
8532424	T24	well-baby-care clinic	Habitat	777 798
8532424	T25	baby	Habitat	782 786
8532424	T26	throat cultures	Habitat	873 888
8532424	T27	throat	Habitat	873 879
8532424	T28	nasopharyngeal cultures	Habitat	905 928
8532424	T29	nasopharyngeal	Habitat	905 919
8532424	T30	day-care center attendees	Habitat	946 971
8532424	T31	day-care center	Habitat	946 961
8532424	T32	K. kingae	Microorganism	977 986
8532424	T33	K. kingae	Microorganism	1014 1023
8532424	T34	children	Habitat	1105 1113
8532424	T35	children	Habitat	1179 1187
8532424	T36	colonized children	Habitat	1300 1318
8532424	T37	K. kingae	Microorganism	1343 1352
8532424	T38	pharyngeal	Habitat	1382 1392
8532424	T39	surgical patients	Habitat	1408 1425
8532424	T40	infants younger than 6 months	Habitat	1486 1515
8532424	T41	well-baby-care clinic	Habitat	1530 1551
8532424	T42	baby	Habitat	1535 1539
1016123	T1	An evaluation of selective broths based on the bi-selenite ion and on hypertonic strontium chloride in Salmonellae detection in egg products.	Title	0 141
1016123	T2	Of the 104 isolations of Salmonella sp. from egg pulp, 97 were obtained from strontium chloride M broth, 42 from strontium selenite broth and 57 from strontium selenite A broth. The results suggest that the first medium may be used more successfully than bi-selenite based media for enrichment and subsequent detection of salmonellae in egg products; however, the growth of S. pullorum was not satisfactory in strontium chloride M broth.	Paragraph	142 579
1016123	T3	selective broths based on hypertonic strontium chloride	Habitat	17 39;67 99
1016123	T4	selective broths based on the bi-selenite ion	Habitat	17 62
1016123	T5	Salmonellae	Microorganism	103 114
1016123	T6	egg products	Habitat	128 140
1016123	T7	egg	Habitat	128 131
1016123	T8	Salmonella	Microorganism	167 177
1016123	T9	egg	Habitat	187 190
1016123	T10	egg pulp	Habitat	187 195
1016123	T11	strontium chloride M broth	Habitat	219 245
1016123	T12	strontium selenite broth	Habitat	255 279
1016123	T13	strontium selenite A broth	Habitat	292 318
1016123	T14	bi-selenite based media	Habitat	397 420
1016123	T15	salmonellae	Microorganism	464 475
1016123	T16	egg products	Habitat	479 491
1016123	T17	egg	Habitat	479 482
1016123	T18	S. pullorum	Microorganism	516 527
1016123	T19	strontium chloride M broth	Habitat	552 578
18845825	T1	High genetic diversity of nontypeable Haemophilus influenzae isolates from two children attending a day care center.	Title	0 116
18845825	T2	Twenty-one nontypeable Haemophilus influenzae (NTHi) isolates from the throats of two healthy children were genotyped by multilocus sequence typing. Nine unique sequence types (STs) were identified. These STs were scattered throughout the phylogenetic tree of reported NTHi STs, demonstrating the high level of NTHi diversity found in colonized children.	Paragraph	117 471
18845825	T3	Haemophilus influenzae	Microorganism	38 60
18845825	T4	children attending a day care center	Habitat	79 115
18845825	T5	day care center	Habitat	100 115
18845825	T6	Haemophilus influenzae	Microorganism	140 162
18845825	T7	NTHi	Microorganism	164 168
18845825	T8	throats of two healthy children	Habitat	188 219
18845825	T9	healthy children	Habitat	203 219
18845825	T10	NTHi	Microorganism	386 390
18845825	T11	NTHi	Microorganism	428 432
18845825	T12	colonized children	Habitat	452 470
9643457	T1	Flow cytometric measurement of neutrophil alkaline phosphatase before and during initiation of an induced Escherichia coli mastitis in cattle.	Title	0 142
9643457	T2	In 12 healthy cows, neutrophil alkaline phosphatase (NAP) activity was measured by flow cytometer before and during an experimentally induced Escherichia coli mastitis, to study the role and increase of NAP in Gram-negative bacterial infections. Percentage of neutrophils containing alkaline phosphatase and intensity of NAP activity were measured. Preinfection percentage of neutrophils with enzyme activity varied between 64.0% and 84.4% and the intensity of enzyme activity was low in all cows. After induction of infection, percentage of neutrophils with enzyme activity showed a significant decrease on day 1 followed by an significant increase on day 3. NAP intensity increased significantly on the second and third day after infection. This increase of intensity was significantly, positively correlated with the severity of infection. From this study we may conclude that variation in susceptibility to E. coli mastitis could not be explained by preinfection NAP levels. The post-infection increase of NAP activity, that was found following an induced infection was more a result of increased enzyme intensity per neutrophil, then from an increase of percentage neutrophils with enzyme activity. Furthermore, a strong correlation was found between NAP intensity and severity of inflammation. There was evidence that the more severely diseased animals showed stronger NAP intensity increase.	Paragraph	143 1541
9643457	T3	neutrophil	Habitat	31 41
9643457	T4	Escherichia coli	Microorganism	106 122
9643457	T5	cattle	Habitat	135 141
9643457	T6	healthy cows	Habitat	149 161
9643457	T7	neutrophil	Habitat	163 173
9643457	T8	Escherichia coli	Microorganism	285 301
9643457	T9	Gram-negative	Phenotype	353 366
9643457	T10	neutrophils	Habitat	403 414
9643457	T11	neutrophils with enzyme activity	Habitat	519 551
9643457	T12	cows	Habitat	635 639
9643457	T13	neutrophils with enzyme activity	Habitat	685 717
9643457	T14	E. coli	Microorganism	1054 1061
9643457	T15	neutrophil	Habitat	1265 1275
9643457	T16	neutrophils with enzyme activity	Habitat	1313 1345
9643457	T17	severely diseased animals	Habitat	1476 1501
F-23224222-003	T1	cheeses  from dairies C	Habitat	4 25;32 33
F-23224222-003	T2	cheeses  from dairies A	Habitat	4 27
F-23224222-003	T3	dairies	Habitat	18 25
F-23224222-003	T4	LAB	Phenotype	66 69
F-23224222-003	T5	starter  cultures	Habitat	70 87
F-23224222-003	T6	Leuconostoc mesenteroides	Microorganism	88 113
F-23224222-003	T7	Lactococcus lactis subsp. lactis	Microorganism	118 150
F-23224222-003	T8	cheeses from dairies C	Habitat	179 199;206 207
F-23224222-003	T9	cheeses from dairies A	Habitat	179 201
F-23224222-003	T10	dairies	Habitat	192 199
F-23224222-003	T11	starter	Habitat	234 241
F-23224222-003	T12	lactic acid bacteria	Phenotype	242 262
F-23224222-003	T13	NSLAB	Phenotype	264 269
F-23224222-003	T14	Lactobacillus paracasei	Microorganism	271 294
F-23224222-003	T15	cheese from dairy A	Habitat	308 327
F-23224222-003	T16	dairy	Habitat	320 325
F-23224222-003	T17	NSLAB	Phenotype	361 366
F-23224222-003	T18	Lb. parabuchneri	Microorganism	367 383
F-23224222-003	T19	cheeses from  dairies B	Habitat	437 460
F-23224222-003	T20	cheeses from  dairies D	Habitat	437 458;465 466
F-23224222-003	T21	dairies	Habitat	451 458
F-23224222-003	T22	NSLAB	Phenotype	495 500
F-23224222-003	T23	cheese from dairy  B	Habitat	506 526
F-23224222-003	T24	dairy	Habitat	518 523
F-23224222-003	T25	NSLAB	Phenotype	555 560
F-23224222-003	T26	Lb. brevis	Microorganism	571 581
F-23224222-003	T27	Lb. oligofermentans	Microorganism	583 602
F-23224222-003	T28	Lb. farminis	Microorganism	607 619
F-23224222-003	T29	cheese from dairy D	Habitat	633 652
F-23224222-003	T30	dairy	Habitat	645 650
F-23224222-003	T31	NSLAB	Phenotype	686 691
F-23224222-003	T32	Lb. paracasei	Microorganism	692 705
F-23224222-003	T33	LAB	Phenotype	741 744
F-23224222-003	T34	starter cultures	Habitat	745 761
F-23224222-003	T35	Lc. lactis subsp. lactis	Microorganism	762 786
F-23224222-003	T36	Lc. lactis subsp. cremoris	Microorganism	791 817
F-23224222-003	T37	cheeses from dairies D	Habitat	836 856;863 864
F-23224222-003	T38	cheeses from dairies B	Habitat	836 858
F-23224222-003	T39	dairies	Habitat	849 856
F-25496341-006	T1	Psychrobacter immobilis  PG1	Microorganism	21 49
F-25496341-006	T2	dairy plant	Habitat	72 83
F-25496341-006	T3	smear-ripened  cheese	Habitat	102 123
F-25496341-006	T4	strain PG1	Microorganism	205 215
F-25496341-006	T5	cheese	Habitat	289 295
F-25496341-006	T6	Geotrichum candidum CLIB 918	Microorganism	359 387
F-25496341-006	T7	Debaryomyces hansenii CBS767	Microorganism	392 420
F-25496341-006	T8	smear-ripened cheese	Habitat	435 455
F-25496341-006	T9	cheese	Habitat	457 463
F-25496341-006	T10	Pseudoalteromonas haloplanktis TAC125	Microorganism	468 505
F-25496341-006	T11	Halomonas sp. 1 M45	Microorganism	507 526
