id|name
002829|penicillin resistant
002830|penicillin sensitive
002831|penicillin tolerant
002881|acido resistant
002886|alkali resistant
002882|acido sensitive
002887|alkali sensitive
000133|phenotype wrt molecule impact
000138|phenotype wrt temperature impact
000152|stress resistant
000153|stress sensitive
000154|stress tolerant
000598|drug resistant
000600|drug tolerant
000599|drug sensitive
000104|lichen forming
000057|bloom forming
000136|phenotype wrt radiation impact
002212|radiation resistant
002213|radiation sensitive
002214|radiation tolerant
002330|UV radiation resistant
002659|UVA radiation resistant
002662|UVB radiation resistant
002665|UVC radiation resistant
002492|ionizing radiation resistant
002493|ionizing radiation sensitive
002494|ionizing radiation tolerant
002666|UVC radiation sensitive
002663|UVB radiation sensitive
002660|UVA radiation sensitive
002331|UV radiation sensitive
002332|UV radiation tolerant
002667|UVC radiation tolerant
002664|UVB radiation tolerant
002661|UVA radiation tolerant
002985|freeze-thaw resistant
000373|part of food
000902|surface of food
000456|transconjugating
000789|paired
000652|grape-like clustered
000552|chained
000578|cuboidal
000914|tetrad
000872|singled
002290|thermal tolerant
002289|thermal sensitive
002478|heat sensitive
002440|extreme cold sensitive
002442|extreme heat sensitive
002453|freeze-thaw sensitive
002404|cold sensitive
002480|heat tolerant
002441|extreme cold tolerant
002443|extreme heat tolerant
002454|freeze-thaw tolerant
002406|cold tolerant
000656|halophile
000242|conidial
000122|non-sporulating
001145|home-made food
002238|salted food
001781|soybean and related product
003059|leaf based drink
003215|malt
001142|head
001346|tail
001728|powdered food
003053|goulash
002120|maize and primary derivative thereof
003595|pozol
003069|pozole
001337|stew
001448|birria
002269|stewed food
001515|dashi
002093|kombu
001676|okpehe
000511|beer yeast
000968|wine yeast
001170|lager yeast
000981|ale yeast
000999|baking powder
001000|baking soda
000894|starter yeast
000474|Saccharomyces cerevisiae starter
001188|lyophilized milk starter
003537|sourdough starter
002705|emmer wheat product
002701|durum wheat product
002690|bread wheat product
002746|spelt product
002702|einkorn wheat product
002723|khorasan product
001893|barley and primary derivative thereof
002233|rye and primary derivative thereof
002154|oat and primary derivative thereof
001622|lupin and related product
001132|grain and primary derivative thereof
001462|buckwheat and primary derivative thereof
002276|sunflower seed
002295|triticale and primary derivative thereof
001723|poppy seed and primary derivative thereof
001734|quinoa and primary derivative thereof
002285|teff and primary derivative thereof
001484|chia seed and primary derivative thereof
002137|millet and primary derivative thereof
001403|amaranth and primary derivative thereof
001731|pumpkin seed and primary derivative thereof
001551|flaxseed and primary derivative thereof
001593|hemp seed and primary derivative thereof
002745|sourdough bread
002756|yeast bread
002435|enriched bread
002462|gluten-free bread
003415|final sourdough
003407|chief sourdough
003436|type I sourdough
003437|type II sourdough
003438|type III sourdough
003435|traditional sourdough
002503|leavened bread
003420|laboratory sourdough
002301|viennoiserie
002416|croissant
002333|Vienna bread
002323|Danish pastry
002373|brioche
002174|pastry product
001920|bun
002280|sweet dough
003421|leavened dough
002413|cream pastry
002565|puff pastry
002326|Knieküchle
001556|food fermentation equipment
002025|fermentation vat
003301|ripening room
001209|milled food
001458|bran
003414|fermented dough
002270|storage box
001241|oven
002000|dough mixer
000386|phenotype wrt shape
000880|smooth colony
000632|fluffy colony
000897|structured colony
000144|pseudohyphae growth
000099|hyphae growth
000148|sexual reproduction
000051|asexual reproduction
000147|sexual mating
000310|homothallic
000305|heterothallic
000022|phenotype wrt ploidy
000096|haploid
000069|diploid
000159|tetraploid
000037|aneuploid
000163|triploid
000053|autoploid
000036|alloploid
000172|MATa
000173|MATalpha
000203|auxotroph
000399|prototroph
000024|phenotypre wrt genetic
000169|wild-type
000118|mutant
000577|crabtree positive
000576|crabtree negative
003067|petite positive
000879|small colony
000513|big colony
002035|flor
001531|drosophila
003526|Tilsit
003505|Gubbeen
003525|Taleggio
003508|Liederkranz
003520|Saint-Paulin
003540|Fuzhuan brick tea
003387|meju
001950|chili pepper and related product
002395|chili pepper
003352|chili sauce
001267|pressed food
001901|berry and primary derivative thereof
001903|blackberry and primary derivative thereof
001904|blackcurrant and primary derivative thereof
001907|blueberry and primary derivative thereof
002218|raspberry and primary derivative thereof
002220|redcurrant and primary derivative thereof
002272|strawberry and primary derivative thereof
002103|lemon and primary derivative thereof
002106|lime and primary derivative thereof
002121|mandarin and primary derivative thereof
002162|orange and primary derivative thereof
001989|date and primary derivative thereof
002027|fig and primary derivative thereof
002090|kaki and primary derivative thereof
003109|olive and primary derivative thereof
001887|avocado and primary derivative thereof
001891|banana and primary derivative thereof
002010|durian and primary derivative thereof
002091|kiwi and primary derivative thereof
002111|litchi and primary derivative thereof
002122|mango and primary derivative thereof
002188|pineapple and primary derivative thereof
003356|guacamole
001879|apple and primary derivative thereof
002179|pear and primary derivative thereof
002208|quince and primary derivative thereof
001881|apricot and primary derivative thereof
001946|cherry and primary derivative thereof
002150|nectarine and primary derivative thereof
002176|peach and primary derivative thereof
002191|plum and primary derivative thereof
001954|cinnamon and related product
001955|citronella grass and related product
001957|clove and related product
002616|sweet corn
002061|ginger and related product
002099|lavander and related product
002164|oregano and related product
002310|white mustard and related product
002312|winter savory and related product
002304|wasabi and related product
001860|amaranth
001917|buckwheat
001948|chia seed
002033|flaxseed
002076|hemp seed
002206|pumpkin seed
002209|quinoa
002355|barley product
002513|maize
002195|poppy seed
002525|millet
002536|oat as food
002590|rye
002622|teff
002626|triticale
002643|wheat product
002118|lupin
002119|lupin seed
000359|neutralophile
000628|filament-shaped
000650|gram-variable
000735|microaerotolerant
000736|microanaerobe
002962|beeswax
003016|propolis
001070|dietary supplement
003071|royal jelly
003040|bee pollen
002457|frog leg
003556|fermented fresh cheese
003592|fermented cottage cheese
003397|sour cream
003530|plant based juice
000984|animal based juice
003534|fruit based juice
003539|vegetable based juice
003087|cereal based drink
003061|legume based drink
003064|nut based drink
003108|oleaginous seed based drink
003423|oat beverage
003427|rice beverage
003410|corn beverage
003431|spelt beverage
003366|soy beverage
003360|lupin beverage
003354|cowpea beverage
003362|peanut beverage
003349|almond beverage
003353|coconut beverage
003357|hazelnut beverage
003363|pistachio beverage
003370|walnut beverage
003395|sesame beverage
003382|flaxseed beverage
003384|hempseed beverage
003401|sunflower beverage
003364|quinoa beverage
003434|teff beverage
003350|amaranth milk
002259|soybean
001603|ionised food
001729|pressure treated food
002079|high pressure treated food
002770|cantaloupe as food
002728|muskmelon
002155|octopus and product thereof
001986|cuttlefish and product thereof
001872|animal roe
003149|fish roe and product thereof
003375|caviar
003208|kazunoko
003216|masago
003235|tobiko
003191|cod roe
003273|sea urchin roe
001535|echinoderm and product thereof
002241|sea cucumber and product thereof
003197|filmjölk
003214|långfil
003238|viili
003210|kumis
003181|amasi
003194|dahi
003193|dadih
003217|matsoni
003574|mabisi
003580|chibwantu
003218|munkoyo
002316|yak milk
003240|xueo
002221|reheated food
002068|griddled food
002240|scalded food
002249|simmered food
001905|blanched food
001266|preserved food
003013|plant based drink
003589|wheatgrass juice
003576|beet juice
003578|carrot juice
003579|celery juice
003582|cucumber juice
003601|tejuino
003447|corn milk
003588|turnip juice
003584|lemon juice
003587|tomato juice
003586|pineapple juice
003054|grain based drink
001590|hazelnut and primary derivative thereof
002074|hazelnut
001979|cranberry and primary derivative thereof
002412|cranberry as food
003088|clam juice
001636|meat juice
003454|oat milk
003455|rice milk
003460|spelt milk
003461|teff milk
003416|flax milk
003418|hemp milk
003429|sesame milk
003433|sunflower milk
003393|quinoa milk
003378|cowpea milk
003386|lupin milk
003399|soy milk
003373|almond milk
003376|coconut milk
003377|coconut water
003383|hazelnut milk
003390|peanut milk
003391|pistachio milk
003402|walnut milk
003442|barley milk
003405|barley beverage
001475|cashew and primary derivative thereof
001936|cashew seed
001935|cashew apple
003351|cashew beverage
003374|cashew milk
000110|medical sample
000462|urine sediment
000416|salivary sediment
000431|sputum sediment
000227|cell sediment
000291|furniture
000506|bed as furniture
000553|chair
000908|table as furniture
000954|washing machine
000896|stool as furniture
000882|sofa as furniture
000255|dental chair
002484|hospital bed
000699|kitchen sponge
000594|dishcloth
000698|kitchen sink
000503|bathroom sink
002707|faucet handle
000873|sink drain
002787|dish towel
000666|high chair tray
001165|jellyfish
001297|sap
001130|gelatine as ingredient
000423|silo
000447|textile
000926|towel
001245|paper towel
000856|sauna
000920|toilet
000404|public toilet
000922|toilet seat
000208|bathroom equipment
000455|toilet equipment
000210|bedroom equipment
000330|kitchen equipment
000507|bed sheet
000810|pillow as equipment
001101|feather pillow
000509|bedspread
000331|landfill
000167|waste treatment environment
002877|waste container
001168|kitchen garbage
002902|dustbin
003140|emesis basin
002901|dumpster
001770|shoe factory
000420|shoe
002748|theatre shoe
000672|hospital gown
001343|surgical gown
001244|paper gown
000728|medical glove
000861|scrub as clothing
000905|surgical cap
000217|boot swab
001322|slaugterhouse equipment
001461|brisket saw
001635|meat hook
001467|butcher's knife
001510|cutting table
000582|cutting board
002891|apron
000566|coffeemaker
000575|countertop
000595|dishwasher
000909|tableware
001509|cutlery
001079|drinking glass
001072|dinner plate
002262|spoon
001486|chopstick
002040|fork as utensil
002092|knife
001827|toothpick
001084|eating utensil
000923|toiletries
001032|chewing stick
001357|toothpaste
001356|toothbrush
001311|shampoo
001312|shaving cream
000995|baby wipe
001348|tampon
001243|panty liner
001052|cotton swab
001096|facial tissue
000658|handkerchief
001296|sanitary towel
001155|incontinence pad
000520|blender
000636|freezer
000837|refrigerator
000738|microwave oven
000958|water heater system
001378|water heater
001149|hot water tank
001010|boiler
001025|calorifier
002909|heat exchanger
003229|shower head
002918|nozzle
002949|water tap
000916|thermometer as medical device
001239|oral thermometer
001279|rectal thermometer
001083|ear thermometer
001118|forehead thermometer
000889|spirometer
000405|public transport
000899|subway
000795|passenger train
000859|school bus
000480|airplane
003313|bus driver
003324|prostitute
003331|veterinarian
002469|guinea fowl meat
002567|quail meat
002576|ratite meat
002731|ostrich meat
002556|pig's trotter
001410|animal brain and product thereof
001423|animal tongue and product thereof
001414|animal kidney and product thereof
001415|animal liver and product thereof
001419|animal roe and product thereof
001420|animal skin and product thereof
001421|animal stomach and product thereof
001413|animal heart and product thereof
002037|foie gras
001422|animal tail and product thereof
001408|animal bone and product thereof
001411|animal foot and product thereof
002200|prawn and product thereof
001412|animal head and product thereof
001409|animal bone marrow and product thereof
001418|animal neck and product thereof
001407|animal blood and product thereof
002114|lobster and product thereof
001977|crab and product thereof
002277|surimi
002045|freshwater fish meat
002126|marine fish meat
001996|diadromous fish meat
001114|food rind
001481|cheese rind
001846|whey
003153|granita
001842|water based dish
003152|gelato
002053|fruit smoothie
003102|kebab
000607|eating and drinking place
001283|restaurant
001016|brasserie
001022|cafeteria
001347|take-away restaurant
001099|fast food restaurant
001115|food truck
001109|food cart
001108|food booth
001023|café
003284|diner
001270|public house
001071|dining car
000531|buffet
001460|breakfast cereal
000788|packed lunch
001186|lunch box
000835|ready made meal
000823|potluck
003192|constructed wetland
003396|sewer
003365|sewerage system
003400|storm drain
002816|meltwater
000959|water storage system
001274|rainwater tank
003522|Scimudin
003473|Formaggio di Fossa
003483|Valtellina Casera
003479|Morbier
003503|Epoisses
003478|Leerdammer
003511|Maroilles
003515|Pont l'Evêque
003507|Langres
003519|Saint-Nectaire
000161|transport and storage equipment
000787|packaging
001110|food container
001456|bottle
001472|can
003048|fox
002908|hagfish
000574|cosmetics
001141|hairspray
000994|baby diaper
003057|iguana
002911|kelp
001614|leech
000987|annelid
000707|lichen
003062|lion
002527|mink
003422|moose
000745|moss
002532|muskrat
002148|mustelidae
003110|otter
002169|parrot
002544|parakeet
000820|porifera
003426|reindeer
003073|seal
001776|snail
001777|snake
001791|stink bug
003306|tilapia
000123|oxidoreductase activity
003079|toad
002956|amphibian
003031|trout
003309|tuna
003310|turbot
002947|tubeworm
002635|vole
001840|wasp
002315|yak
002318|zebra
002349|baboon
001898|bear
001895|bat
002358|beaver
001923|camel
002397|chinchilla
003413|elk
000992|ascidian
003045|dolphin
002894|bryozoan
001851|zooplankton
001714|phytoplankton
001001|bamboo
000974|Crassulaceae
002396|chimpanzee
000977|abalone
001919|bumblebee
002889|amphipod
002897|cod
001400|alligator
001507|crocodile
001424|ant
001878|antelope
001428|aphid
001882|armadillo
003551|bison
003552|buffalo
002994|kiwi
003000|moldy peanut
002996|mango
003010|papaya
002961|banana
002963|berry
002966|cantaloupe
002973|coconut
000721|maize storage
000271|exosphere
000344|mesosphere
000435|stratosphere
000451|thermosphere
001823|toe
000194|animal farm
000171|zoo
000311|horticulture farm
000798|periphytic
000080|epilythic
000082|epipelic
000086|epixylic
000084|epipsammic
000620|epizootic
000070|endolithic
000071|endolython
000074|endophyton
000077|endozoon
000081|epilython
000083|epipelon
000073|endopelon
000076|endopsammon
000085|epipsammon
000087|epixylon
000088|epizoon
000111|metaphyton
000124|periphyton
000072|endopelic
000075|endopsammic
000618|endozootic
000732|metaphytic
002186|pigeon
002172|passerine bird
002448|finch
001358|trachea
001562|fossil stromatolite
000155|stromatolite
002919|oat plant
000881|snow
000681|ice
000052|atmosphere part
000233|cloud
000234|cloud water
000459|troposphere
003294|mackerel
003302|sardine
002458|frozen soil
000017|phenotype wrt environment
000840|residential toilet
001271|public toilet seat
000869|shower
001150|hotel bathroom
000421|shower aerosol
000675|hotel
000956|water droplet
000966|whirlpool bath
000953|washbasin
000910|tap
002619|swimming pool
002564|public sauna
001576|gas tank
001587|guano
000299|grassland
000314|hotel equipment
000944|valley
000991|artic valley
000415|room floor
000226|ceiling tile
000219|carpet
000539|carpet floor
000220|carpet tile
000839|residential carpet
000676|hotel carpet
001144|hip bone
003198|fjord water
000438|surgical drain
001608|knee
001196|marine rock
001580|geyser
001741|reef
003168|submarine
002709|glacier
000830|prosthetic joint
000398|prothesis
001316|silcone rubber voice prothesis
000444|syringe
000786|pacemaker
000701|laryngeal prosthetic device
000564|cochlear prosthesis
000528|bone-anchored prosthesis
000498|auricular prosthesis
000591|dental prothesis
000829|prostate
000466|wall
000225|cave
000345|metallic coin
000206|banknote
000145|public equipment
000202|automated teller machine
000682|indoor air
000781|outdoor air
002747|stormwater
003271|rainwater treatment utility
000481|airport terminal
000457|traveller luggage
002217|radish plant
002216|radish as food
000654|groin
000754|nare
001252|perirectal area
000366|oropharynx
003297|nursing home resident
003322|military service member
002885|activated carbon fiber felt
002884|activated carbon biofilter
002757|activated carbon filter
000492|antacid suspension
003573|fermented table olive
000870|shrimp hatchery
001692|paper mill sludge
002892|barley plant
000043|apiary
001884|arugula
001967|collard green
001087|empyema
003014|pleural empyema
001782|spacecraft assembly clean room
002800|ginseng plant
002779|cotton plant
001038|clean room
001685|packaging clean room
001443|bio clean room
000433|sterile clean room
001811|tannery sludge
002943|tannery wastewater
002944|textile wastewater
002979|dye textile wastewater
001817|textile dye effluent
001112|food processing appliance
001559|food slicing machine
001555|food dicing machine
001554|food blender
001093|evaporator
000164|ubiquitous
001313|ship scrapping waste
000289|freight transport equipment
000418|ship
000419|ship hull
000868|ship tank
001027|cargo oil tank
000774|oil tanker
000866|ship ballast
000867|ship ballast water
000355|naval surface ship
000162|transport equipment
000725|marine freight transport equipment
000247|cruise ship
002698|cruise ship passenger
002603|spa
002495|jacuzzi
002451|footwarm bath
002203|public bathing facility
002755|whirlpool spa
001809|swine house
000962|water vapor
001987|dairy barn
001974|cow barn
001922|calf barn
001786|stall
000605|earring hole
000434|storage equipment
001931|cantaloupe rind
001342|surface smear
001566|fruit rind
001482|cheese smear
002307|watermelon rind
002274|submarine glassy basalt
002062|glassy rind of seafloor basalt
001583|glassy rind of lava
001689|palagonite rind
003202|glassy rim of the pillow basalt
002135|mid-ocean ridge basalt
001801|submarine basalt
003554|submarine hotspring
003026|submarine hydrocarbon seep
003274|submarine thermal spring
003169|submarinegroundwater discharge
000211|bile resistant
000401|psychrophile
000449|thermophile
000343|mesophile
000319|hyperthermophile
000657|halophobe
001214|moderate halophile
001203|meso-halophile
001095|extreme halophile
000188|alkaliphile
000177|acidophile
000179|aerobe
000279|facultative anaerobe
000770|obligate anaerobe
000769|obligate aerobe
000278|facultative aerobe
000347|microaerophile
000183|aerotolerant
000130|phenotype wrt habitat temperature
000127|phenotype wrt habitat acidity
000382|phenotype wrt habitat salinity
000129|phenotype wrt habitat oxygen
000189|anaerobe
000126|phenotype wrt energy source
003282|chemoorganoheterotroph
002896|chemolithotroph
000021|phenotype wrt motility
000117|motile
000417|sessile
000029|adherent
000617|endophyte
000517|biotrophic
002827|obligate phytopathogen
000120|non motile
002806|human pathogen
002809|insect pathogen
000002|microbial phenotype
000132|phenotype wrt microbial-host interaction
000195|animal hosted
000394|plant hosted
000239|commensal
002734|plant symbiont
000375|pathogen
002669|animal pathogen
002764|animal opportunist
002668|animal commensal
000813|plant opportunist
002732|phytopathogen
002733|plant commensal
002835|plant obligate symbiont
002833|plant facultative symbiont
003125|animal symbiont
003182|animal facultative symbiont
003183|animal obligate symbiont
000276|extremely acidophilic
000499|autotroph
003281|chemo litho autotroph
000665|heterotroph
002895|chemoheterotroph
002923|photoheterotroph
003445|chemolithoheterotroph
001098|facultative chemo lithotroph
002922|photoautotroph
000218|carboxydotroph
000135|phenotype wrt pressure
000390|piezophile
000772|obligate piezophile
000391|piezosensitive
000392|piezotolerant
000555|chemotroph
000805|phototroph
000134|phenotype wrt nutrient abundance
000245|copiotrophic
000361|oligotrophic
000257|diazotroph
000635|free-living diazotroph
000906|symbiotic diazotroph
000758|natron-alkaliphilic
001035|chlorophototroph
001205|methanotroph
000734|methylotroph
001204|methanol oxidizing
000744|mixotroph
002924|photolithoautotroph
002888|alkali tolerant
000304|hemolytic
000482|alpha-hemolytic
000040|anoxygenic
000023|phenotype wrt stress
002674|antibiotic resistant
003038|arsenite oxidizing
000512|beta-hemolytic
000055|bioluminescent
002874|vancomycin resistant
002773|ciprofloxacin resistant
002820|moxifloxacin resistant
002817|meticillin resistant
002521|metal resistant
000016|phenotype wrt community behaviour
001444|biofilm forming
001664|non-biofilm forming
000380|phenotype wrt color
000762|necrotrophic
000372|parasite
000616|endoparasite
000609|ectoparasite
000001|microbial habitat
000007|experimental medium
000010|living organism
000008|food
000013|natural environment habitat
000005|aquaculture habitat
000009|habitat wrt chemico-physical property
000012|microorganism associated habitat
000026|planet
000011|medical environment
000014|part of living organism
000006|artificial environment
000004|animal husbandry and agricultural habitat
000041|antibiotic-containing media
000170|yeast extract
000109|medical product
000121|non-immune serum
000100|industrial habitat
000149|spore
000038|animal feed
000114|microorganism
000141|polluted environment
000034|agricultural product
000049|area with epidemiologic property
000115|microorganism part
000046|aquaculture pond
000102|iron-rich environment
000033|agricultural input
000062|cell culture
000030|aerosol
000168|wet environment
000160|thermal area
000113|microflora
000166|volcanic area
000094|food for human
000089|eukaryote host
000054|biofilm
000090|extreme environment
000058|bovine serum
000095|greenhouse
000140|plant habitat
000066|constructed habitat
000467|waste
000027|Earth
000035|agricultural species
000045|aquaculture farm
000112|microbial mat layer
000156|subterrestrial habitat
000158|terrestrial habitat
000028|L-( null )-tartrate enriched soil
000048|area with climate property
000097|hospital environment
000098|household good
000032|agricultural equipment
000044|aquaculture equipment
000061|cell
000079|environmental matter
000093|fish pond
000186|air
000050|artificial water environment
000003|animal habitat
000151|sterile water
000108|medical equipment
000047|aquatic environment
000039|animal part
000101|intercellular
000078|environment wrt oxygen level
000091|farm
000092|field
000067|cultivated habitat
000056|bioreactor
000103|laboratory equipment
000031|agar
000165|urea solution
000178|adipocyte
000308|high sulfur concentration environment
000312|hospital water
000338|marine environment
000256|diagnostic equipment
000323|industrial product
000412|road part
000322|industrial chemical
000432|starter culture
000244|contaminated site
000200|arthropod part
000284|flagellum
000327|inside the body
000204|back
000313|host associated biofilm
000197|anoxic environment
000362|oomycete
000246|crop
000270|exoskeleton
000437|sulfide-rich environment
000349|microorganism gas vesicle
000364|organ
000428|soil part
000059|breeding site
000464|vaccine
000824|poultry farm
000336|mariculture farm
000198|aquarium
000215|body fluid
000191|anaerobic environment
000181|aerobic environment
000348|microaerophilic environment
000281|fertilizer
000580|curtain
000280|feeder cell
000315|house
000232|city
000274|extracellular
000293|geothermal area
000237|coelomic cavity
000212|biofilm in natural environment
000175|abdomen
000224|cattle-dipping vat
000283|fish pen
000436|subtropical area
000325|industrial water and effluent
000408|respiratory tract part
000264|ear part
000463|urogenital tract part
000277|eye part
002837|probiotic feed
000442|symbiosome
000429|solfatara
000266|endolithic environment
000468|water
000427|soil
000176|acid environment
000187|alkaline environment
000307|high pressure environment
000302|haline environment
000309|high temperature environment
000238|cold temperature environment
000306|high osmolarity environment
000180|aerobic bioreactor
000190|anaerobic bioreactor
000259|ditch water
000253|deep subsurface
000376|perineum
000351|mire
000339|meal
000261|drug
000411|rhizosphere part
000301|hair
000363|operating room
000461|ultrasound gel
000448|therapeutic equipment
000290|fungi
000400|protozoa
000410|rhizosphere
000388|phyllosphere
000223|catheter
000201|artificial water structure
000389|phyllosphere part
