dict_type,entity_id,pred,pred_entity_name,real,real_entity_name,score,text_id
OntoBiotope,T3,['OBT:000019'],['glycoprotein-binding activity'],['OBT:000019'],['phenotype wrt metabolic activity'],1.0,10658649
NCBI_Taxonomy,T4,['1314'],['Streptococcus pyogenes'],['1314'],"['""Micrococcus scarlatinae"" Klein 1884', 'Micrococcus scarlatinae', 'JCM 5674', '""Streptococcus hemolyticus"" Rolly 1911', 'Streptococcus scarlatinae', 'NCTC 8198', '""Streptococcus scarlatinae"" Klein 1887', 'Streptococcus pyogenes Rosenbach 1884', 'Streptococcus pyogenes', 'CCUG 12701', 'Streptococcus hemolyticus', 'CIP 56.41', 'LMG 14700', 'ATCC 12344', 'Streptococcus erysipelatos', 'NCAIM B.01705', 'LMG:14700', '""Streptococcus erysipelatos"" (sic) Rosenbach 1884', 'DSM 20565', 'CCUG 4207']",1.0,10658649
NCBI_Taxonomy,T5,['1314'],['Streptococcus pyogenes'],['1314'],"['""Micrococcus scarlatinae"" Klein 1884', 'Micrococcus scarlatinae', 'JCM 5674', '""Streptococcus hemolyticus"" Rolly 1911', 'Streptococcus scarlatinae', 'NCTC 8198', '""Streptococcus scarlatinae"" Klein 1887', 'Streptococcus pyogenes Rosenbach 1884', 'Streptococcus pyogenes', 'CCUG 12701', 'Streptococcus hemolyticus', 'CIP 56.41', 'LMG 14700', 'ATCC 12344', 'Streptococcus erysipelatos', 'NCAIM B.01705', 'LMG:14700', '""Streptococcus erysipelatos"" (sic) Rosenbach 1884', 'DSM 20565', 'CCUG 4207']",1.0,10658649
OntoBiotope,T6,['OBT:000061'],['host cell'],['OBT:000061'],['cell'],1.0,10658649
OntoBiotope,T7,['OBT:000029'],['adhesion mechanisms'],['OBT:000029'],['adherent'],1.0,10658649
OntoBiotope,T8,['OBT:000061'],['host cell'],['OBT:000061'],['cell'],1.0,10658649
OntoBiotope,T9,['OBT:000464'],['vaccines'],['OBT:000464'],['vaccine'],1.0,10658649
OntoBiotope,T10,['OBT:000019'],['glycoprotein-binding activities'],['OBT:000019'],['phenotype wrt metabolic activity'],1.0,10658649
NCBI_Taxonomy,T11,['1314'],['streptococcal'],['1314'],"['""Micrococcus scarlatinae"" Klein 1884', 'Micrococcus scarlatinae', 'JCM 5674', '""Streptococcus hemolyticus"" Rolly 1911', 'Streptococcus scarlatinae', 'NCTC 8198', '""Streptococcus scarlatinae"" Klein 1887', 'Streptococcus pyogenes Rosenbach 1884', 'Streptococcus pyogenes', 'CCUG 12701', 'Streptococcus hemolyticus', 'CIP 56.41', 'LMG 14700', 'ATCC 12344', 'Streptococcus erysipelatos', 'NCAIM B.01705', 'LMG:14700', '""Streptococcus erysipelatos"" (sic) Rosenbach 1884', 'DSM 20565', 'CCUG 4207']",1.0,10658649
OntoBiotope,T12,['OBT:000019'],['activity binding to fetuin'],['OBT:000019'],['phenotype wrt metabolic activity'],1.0,10658649
OntoBiotope,T13,['OBT:000019'],['activity binding to asialofetuin'],['OBT:000019'],['phenotype wrt metabolic activity'],1.0,10658649
OntoBiotope,T14,['OBT:000019'],['activity binding to thyroglobulin'],['OBT:000019'],['phenotype wrt metabolic activity'],1.0,10658649
OntoBiotope,T15,['OBT:000019'],['activity binding to mucin'],['OBT:000019'],['phenotype wrt metabolic activity'],1.0,10658649
NCBI_Taxonomy,T16,['1314'],['S. pyogenes'],['1314'],"['""Micrococcus scarlatinae"" Klein 1884', 'Micrococcus scarlatinae', 'JCM 5674', '""Streptococcus hemolyticus"" Rolly 1911', 'Streptococcus scarlatinae', 'NCTC 8198', '""Streptococcus scarlatinae"" Klein 1887', 'Streptococcus pyogenes Rosenbach 1884', 'Streptococcus pyogenes', 'CCUG 12701', 'Streptococcus hemolyticus', 'CIP 56.41', 'LMG 14700', 'ATCC 12344', 'Streptococcus erysipelatos', 'NCAIM B.01705', 'LMG:14700', '""Streptococcus erysipelatos"" (sic) Rosenbach 1884', 'DSM 20565', 'CCUG 4207']",1.0,10658649
OntoBiotope,T17,['OBT:000019'],['glycoprotein-binding activity'],['OBT:000019'],['phenotype wrt metabolic activity'],1.0,10658649
OntoBiotope,T18,['OBT:000029'],['adherence'],['OBT:000029'],['adherent'],1.0,10658649
NCBI_Taxonomy,T19,['1314'],['S. pyogenes'],['1314'],"['""Micrococcus scarlatinae"" Klein 1884', 'Micrococcus scarlatinae', 'JCM 5674', '""Streptococcus hemolyticus"" Rolly 1911', 'Streptococcus scarlatinae', 'NCTC 8198', '""Streptococcus scarlatinae"" Klein 1887', 'Streptococcus pyogenes Rosenbach 1884', 'Streptococcus pyogenes', 'CCUG 12701', 'Streptococcus hemolyticus', 'CIP 56.41', 'LMG 14700', 'ATCC 12344', 'Streptococcus erysipelatos', 'NCAIM B.01705', 'LMG:14700', '""Streptococcus erysipelatos"" (sic) Rosenbach 1884', 'DSM 20565', 'CCUG 4207']",1.0,10658649
OntoBiotope,T20,['OBT:000375'],['virulence'],['OBT:000375'],['pathogen'],1.0,10658649
OntoBiotope,T7,['OBT:002817'],['methicillin-resistant'],['OBT:002817'],['meticillin resistant'],1.0,10738994
NCBI_Taxonomy,T8,['1280'],['Staphylococcus aureus'],['1280'],"['""Staphlococcus pyogenes citreus"" Passet 1885', 'CCUG 1800', 'NCTC 8532', 'NBRC 100910', 'ATCC 12600-U', 'JCM 20624', 'Staphylococcus aureus', 'NCAIM B.01065', 'CCM 885', 'Staphylococcus pyogenes aureus', 'NCCB 72047', 'DSM 20231', 'ATCC 12600', 'Staphlococcus pyogenes citreus', 'Micrococcus aureus', 'CIP 65.8', '""Micrococcus pyogenes"" Lehmann and Neumann 1896', '""Micrococcus aureus"" (Rosenbach 1884) Zopf 1885', '""Staphylococcus pyogenes aureus"" Rosenbach 1884', 'HAMBI 66', 'Micrococcus pyogenes', 'Staphylococcus aureus Rosenbach 1884']",1.0,10738994
OntoBiotope,T9,['OBT:003285'],['patients'],['OBT:003285'],['elderly person'],1.0,10738994
OntoBiotope,T10,['OBT:001231'],['nursing home'],['OBT:001231'],['nursing home'],1.0,10738994
OntoBiotope,T11,['OBT:002817'],['methicillin-resistant'],['OBT:002817'],['meticillin resistant'],1.0,10738994
NCBI_Taxonomy,T12,['1280'],['Staphylococcus aureus'],['1280'],"['""Staphlococcus pyogenes citreus"" Passet 1885', 'CCUG 1800', 'NCTC 8532', 'NBRC 100910', 'ATCC 12600-U', 'JCM 20624', 'Staphylococcus aureus', 'NCAIM B.01065', 'CCM 885', 'Staphylococcus pyogenes aureus', 'NCCB 72047', 'DSM 20231', 'ATCC 12600', 'Staphlococcus pyogenes citreus', 'Micrococcus aureus', 'CIP 65.8', '""Micrococcus pyogenes"" Lehmann and Neumann 1896', '""Micrococcus aureus"" (Rosenbach 1884) Zopf 1885', '""Staphylococcus pyogenes aureus"" Rosenbach 1884', 'HAMBI 66', 'Micrococcus pyogenes', 'Staphylococcus aureus Rosenbach 1884']",1.0,10738994
OntoBiotope,T14,['OBT:002817'],['MRSA'],['OBT:002817'],['meticillin resistant'],1.0,10738994
NCBI_Taxonomy,T13,['1280'],['MRSA'],['1280'],"['""Staphlococcus pyogenes citreus"" Passet 1885', 'CCUG 1800', 'NCTC 8532', 'NBRC 100910', 'ATCC 12600-U', 'JCM 20624', 'Staphylococcus aureus', 'NCAIM B.01065', 'CCM 885', 'Staphylococcus pyogenes aureus', 'NCCB 72047', 'DSM 20231', 'ATCC 12600', 'Staphlococcus pyogenes citreus', 'Micrococcus aureus', 'CIP 65.8', '""Micrococcus pyogenes"" Lehmann and Neumann 1896', '""Micrococcus aureus"" (Rosenbach 1884) Zopf 1885', '""Staphylococcus pyogenes aureus"" Rosenbach 1884', 'HAMBI 66', 'Micrococcus pyogenes', 'Staphylococcus aureus Rosenbach 1884']",1.0,10738994
OntoBiotope,T15,"['OBT:001231', 'OBT:002518']","['skilled nursing facility', 'skilled nursing facility']","['OBT:001231', 'OBT:002518']","['nursing home', 'medical center']",1.0,10738994
OntoBiotope,T16,"['OBT:002518', 'OBT:001231']","['SNF', 'SNF']","['OBT:002518', 'OBT:001231']","['medical center', 'nursing home']",1.0,10738994
OntoBiotope,T18,['OBT:002817'],['MRSA'],['OBT:002817'],['meticillin resistant'],1.0,10738994
NCBI_Taxonomy,T17,['1280'],['MRSA'],['1280'],"['""Staphlococcus pyogenes citreus"" Passet 1885', 'CCUG 1800', 'NCTC 8532', 'NBRC 100910', 'ATCC 12600-U', 'JCM 20624', 'Staphylococcus aureus', 'NCAIM B.01065', 'CCM 885', 'Staphylococcus pyogenes aureus', 'NCCB 72047', 'DSM 20231', 'ATCC 12600', 'Staphlococcus pyogenes citreus', 'Micrococcus aureus', 'CIP 65.8', '""Micrococcus pyogenes"" Lehmann and Neumann 1896', '""Micrococcus aureus"" (Rosenbach 1884) Zopf 1885', '""Staphylococcus pyogenes aureus"" Rosenbach 1884', 'HAMBI 66', 'Micrococcus pyogenes', 'Staphylococcus aureus Rosenbach 1884']",1.0,10738994
OntoBiotope,T19,['OBT:003220'],['SNF patients'],['OBT:003220'],['patient'],1.0,10738994
OntoBiotope,T20,"['OBT:002518', 'OBT:001231']","['SNF', 'SNF']","['OBT:002518', 'OBT:001231']","['medical center', 'nursing home']",1.0,10738994
OntoBiotope,T22,['OBT:002817'],['MRSA'],['OBT:002817'],['meticillin resistant'],1.0,10738994
NCBI_Taxonomy,T21,['1280'],['MRSA'],['1280'],"['""Staphlococcus pyogenes citreus"" Passet 1885', 'CCUG 1800', 'NCTC 8532', 'NBRC 100910', 'ATCC 12600-U', 'JCM 20624', 'Staphylococcus aureus', 'NCAIM B.01065', 'CCM 885', 'Staphylococcus pyogenes aureus', 'NCCB 72047', 'DSM 20231', 'ATCC 12600', 'Staphlococcus pyogenes citreus', 'Micrococcus aureus', 'CIP 65.8', '""Micrococcus pyogenes"" Lehmann and Neumann 1896', '""Micrococcus aureus"" (Rosenbach 1884) Zopf 1885', '""Staphylococcus pyogenes aureus"" Rosenbach 1884', 'HAMBI 66', 'Micrococcus pyogenes', 'Staphylococcus aureus Rosenbach 1884']",1.0,10738994
OntoBiotope,T23,['OBT:003220'],['patients'],['OBT:003220'],['patient'],1.0,10738994
OntoBiotope,T24,"['OBT:001231', 'OBT:002518']","['community SNF', 'community SNF']","['OBT:001231', 'OBT:002518']","['nursing home', 'medical center']",1.0,10738994
OntoBiotope,T25,"['OBT:001228', 'OBT:000007']","['Nares swab cultures', 'Nares swab cultures']","['OBT:001228', 'OBT:000007']","['nasal secretion', 'experimental medium']",1.0,10738994
OntoBiotope,T26,['OBT:000754'],['Nares'],['OBT:000754'],['nare'],1.0,10738994
OntoBiotope,T27,"['OBT:001737', 'OBT:000007']","['stool swab cultures', 'stool swab cultures']","['OBT:001737', 'OBT:000007']","['rectal swab', 'experimental medium']",1.0,10738994
OntoBiotope,T28,['OBT:001102'],['stool'],['OBT:001102'],['feces'],1.0,10738994
OntoBiotope,T29,['OBT:003220'],['patients'],['OBT:003220'],['patient'],1.0,10738994
OntoBiotope,T30,['OBT:003220'],['patients'],['OBT:003220'],['patient'],1.0,10738994
OntoBiotope,T32,['OBT:002817'],['MRSA'],['OBT:002817'],['meticillin resistant'],1.0,10738994
NCBI_Taxonomy,T31,['1280'],['MRSA'],['1280'],"['""Staphlococcus pyogenes citreus"" Passet 1885', 'CCUG 1800', 'NCTC 8532', 'NBRC 100910', 'ATCC 12600-U', 'JCM 20624', 'Staphylococcus aureus', 'NCAIM B.01065', 'CCM 885', 'Staphylococcus pyogenes aureus', 'NCCB 72047', 'DSM 20231', 'ATCC 12600', 'Staphlococcus pyogenes citreus', 'Micrococcus aureus', 'CIP 65.8', '""Micrococcus pyogenes"" Lehmann and Neumann 1896', '""Micrococcus aureus"" (Rosenbach 1884) Zopf 1885', '""Staphylococcus pyogenes aureus"" Rosenbach 1884', 'HAMBI 66', 'Micrococcus pyogenes', 'Staphylococcus aureus Rosenbach 1884']",1.0,10738994
OntoBiotope,T33,['OBT:000031'],['oxacillin screening agar'],['OBT:000031'],['agar'],1.0,10738994
OntoBiotope,T35,['OBT:002817'],['MRSA'],['OBT:002817'],['meticillin resistant'],1.0,10738994
NCBI_Taxonomy,T34,['1280'],['MRSA'],['1280'],"['""Staphlococcus pyogenes citreus"" Passet 1885', 'CCUG 1800', 'NCTC 8532', 'NBRC 100910', 'ATCC 12600-U', 'JCM 20624', 'Staphylococcus aureus', 'NCAIM B.01065', 'CCM 885', 'Staphylococcus pyogenes aureus', 'NCCB 72047', 'DSM 20231', 'ATCC 12600', 'Staphlococcus pyogenes citreus', 'Micrococcus aureus', 'CIP 65.8', '""Micrococcus pyogenes"" Lehmann and Neumann 1896', '""Micrococcus aureus"" (Rosenbach 1884) Zopf 1885', '""Staphylococcus pyogenes aureus"" Rosenbach 1884', 'HAMBI 66', 'Micrococcus pyogenes', 'Staphylococcus aureus Rosenbach 1884']",1.0,10738994
OntoBiotope,T36,['OBT:003220'],['patients from one SNF'],['OBT:003220'],['patient'],1.0,10738994
OntoBiotope,T37,"['OBT:002518', 'OBT:001231']","['SNF', 'SNF']","['OBT:002518', 'OBT:001231']","['medical center', 'nursing home']",1.0,10738994
OntoBiotope,T39,['OBT:002817'],['MRSA'],['OBT:002817'],['meticillin resistant'],1.0,10738994
NCBI_Taxonomy,T38,['1280'],['MRSA'],['1280'],"['""Staphlococcus pyogenes citreus"" Passet 1885', 'CCUG 1800', 'NCTC 8532', 'NBRC 100910', 'ATCC 12600-U', 'JCM 20624', 'Staphylococcus aureus', 'NCAIM B.01065', 'CCM 885', 'Staphylococcus pyogenes aureus', 'NCCB 72047', 'DSM 20231', 'ATCC 12600', 'Staphlococcus pyogenes citreus', 'Micrococcus aureus', 'CIP 65.8', '""Micrococcus pyogenes"" Lehmann and Neumann 1896', '""Micrococcus aureus"" (Rosenbach 1884) Zopf 1885', '""Staphylococcus pyogenes aureus"" Rosenbach 1884', 'HAMBI 66', 'Micrococcus pyogenes', 'Staphylococcus aureus Rosenbach 1884']",1.0,10738994
OntoBiotope,T40,"['OBT:001231', 'OBT:002518']","['SNF', 'SNF']","['OBT:001231', 'OBT:002518']","['nursing home', 'medical center']",1.0,10738994
OntoBiotope,T41,['OBT:003220'],['SNF patients'],['OBT:003220'],['patient'],1.0,10738994
NCBI_Taxonomy,T3,['90371'],['Salmonella typhimurium'],['90371'],"['Salmonella enterica 1,4,[5],12,:i:1,2', 'CIP 58.58 [[Salmonella typhimurium]]', '""Bacillus typhimurium"" Loeffler 1892', 'ATCC 13311 [[Salmonella typhimurium]]', 'Salmonella typhi-murium', 'JCM 1652 [[Salmonella typhimurium]]', '""Salmonella typhi-murium"" (sic) (Loeffler 1892) Castellani and Chalmers 1919', 'NCTC 74 [[Salmonella typhimurium]]', 'Salmonella enterica serotype Typhimurium', 'Salmonella enterica subsp. enterica serovar Typhimurium', 'Salmonella choleraesuis serotype typhimurium', 'Salmonella typhimurium', 'Salmonella enterica ser. typhimurium', 'Salmonella enterica subsp. enterica serovar 1,4,[5],12,:i:1,2', 'Salmonella typhimurium (Loeffler 1892) Castellani and Chalmers 1919', 'Salmonella enterica serovar Typhimurium', 'Bacillus typhimurium']",1.0,11162736
NCBI_Taxonomy,T4,['562'],['Escherichia coli'],['562'],"['ATCC 11775', '""Bacterium coli commune"" Escherich 1885', 'bacterium E3', 'bacterium 10a', 'JCM 1649', 'Escherichia sp. 3_2_53FAA', 'NCCB 54008', 'Bacterium coli', '""Bacillus coli"" Migula 1895', 'LMG 2092', 'Enterococcus coli', '""Bacterium coli"" (Migula 1895) Lehmann and Neumann 1896', 'Escherichia/Shigella coli', 'Bacterium coli commune', 'CCUG 29300', 'Escherichia coli (Migula 1895) Castellani and Chalmers 1919', 'LMG:2092', 'Escherichia coli', 'E. coli', 'NBRC 102203', 'CIP 54.8', 'CCUG 24', 'NCTC 9001', 'DSM 30083', 'Escherichia sp. MAR', 'Bacillus coli']",1.0,11162736
NCBI_Taxonomy,T5,['562'],['Escherichia coli'],['562'],"['ATCC 11775', '""Bacterium coli commune"" Escherich 1885', 'bacterium E3', 'bacterium 10a', 'JCM 1649', 'Escherichia sp. 3_2_53FAA', 'NCCB 54008', 'Bacterium coli', '""Bacillus coli"" Migula 1895', 'LMG 2092', 'Enterococcus coli', '""Bacterium coli"" (Migula 1895) Lehmann and Neumann 1896', 'Escherichia/Shigella coli', 'Bacterium coli commune', 'CCUG 29300', 'Escherichia coli (Migula 1895) Castellani and Chalmers 1919', 'LMG:2092', 'Escherichia coli', 'E. coli', 'NBRC 102203', 'CIP 54.8', 'CCUG 24', 'NCTC 9001', 'DSM 30083', 'Escherichia sp. MAR', 'Bacillus coli']",1.0,11162736
NCBI_Taxonomy,T6,['562'],['Escherichia coli'],['562'],"['ATCC 11775', '""Bacterium coli commune"" Escherich 1885', 'bacterium E3', 'bacterium 10a', 'JCM 1649', 'Escherichia sp. 3_2_53FAA', 'NCCB 54008', 'Bacterium coli', '""Bacillus coli"" Migula 1895', 'LMG 2092', 'Enterococcus coli', '""Bacterium coli"" (Migula 1895) Lehmann and Neumann 1896', 'Escherichia/Shigella coli', 'Bacterium coli commune', 'CCUG 29300', 'Escherichia coli (Migula 1895) Castellani and Chalmers 1919', 'LMG:2092', 'Escherichia coli', 'E. coli', 'NBRC 102203', 'CIP 54.8', 'CCUG 24', 'NCTC 9001', 'DSM 30083', 'Escherichia sp. MAR', 'Bacillus coli']",1.0,11162736
NCBI_Taxonomy,T3,['53482'],['Ralstonia eutropha H850'],['53482'],"['Alcaligenes eutrophus H850', 'Wautersia eutropha H850', 'Cupriavidus necator H850', 'Ralstonia eutropha H850']",1.0,11410343
NCBI_Taxonomy,T4,['53482'],['Ralstonia eutropha H850'],['53482'],"['Alcaligenes eutrophus H850', 'Wautersia eutropha H850', 'Cupriavidus necator H850', 'Ralstonia eutropha H850']",1.0,11410343
NCBI_Taxonomy,T5,['53482'],['R. eutropha H850'],['53482'],"['Alcaligenes eutrophus H850', 'Wautersia eutropha H850', 'Cupriavidus necator H850', 'Ralstonia eutropha H850']",1.0,11410343
OntoBiotope,T6,['OBT:000007'],['fructose'],['OBT:000007'],['experimental medium'],1.0,11410343
OntoBiotope,T7,['OBT:000007'],['biphenyl'],['OBT:000007'],['experimental medium'],1.0,11410343
OntoBiotope,T8,['OBT:000007'],['fructose'],['OBT:000007'],['experimental medium'],1.0,11410343
OntoBiotope,T9,['OBT:000007'],['biphenyl'],['OBT:000007'],['experimental medium'],1.0,11410343
OntoBiotope,T10,['OBT:000007'],['biphenyl'],['OBT:000007'],['experimental medium'],1.0,11410343
OntoBiotope,T11,['OBT:000007'],['fructose medium'],['OBT:000007'],['experimental medium'],1.0,11410343
OntoBiotope,T12,['OBT:000007'],['fructose'],['OBT:000007'],['experimental medium'],1.0,11410343
OntoBiotope,T3,['OBT:002758'],['Chondrus crispus'],['OBT:002758'],['algae'],1.0,11437594
NCBI_Taxonomy,T4,['4922'],['Pichia pastoris'],['4922'],"['DSM 70382', 'Pichia pastoris (Guillierm.) Phaff', 'CCRC 21531', 'Komagataella pastoris', 'Pichia pastoris', 'NRRL Y-1603', 'ATCC 28485', 'Komagataella pastoris (Guilliermond) Y.Yamada et al.', 'CBS 704', 'NCYC 175', 'CCRC:21531', 'JCM 3650']",1.0,11437594
OntoBiotope,T5,['OBT:002758'],['red alga Chondrus crispus'],['OBT:002758'],['algae'],1.0,11437594
NCBI_Taxonomy,T6,['562'],['Escherichia coli'],['562'],"['ATCC 11775', '""Bacterium coli commune"" Escherich 1885', 'bacterium E3', 'bacterium 10a', 'JCM 1649', 'Escherichia sp. 3_2_53FAA', 'NCCB 54008', 'Bacterium coli', '""Bacillus coli"" Migula 1895', 'LMG 2092', 'Enterococcus coli', '""Bacterium coli"" (Migula 1895) Lehmann and Neumann 1896', 'Escherichia/Shigella coli', 'Bacterium coli commune', 'CCUG 29300', 'Escherichia coli (Migula 1895) Castellani and Chalmers 1919', 'LMG:2092', 'Escherichia coli', 'E. coli', 'NBRC 102203', 'CIP 54.8', 'CCUG 24', 'NCTC 9001', 'DSM 30083', 'Escherichia sp. MAR', 'Bacillus coli']",1.0,11437594
OntoBiotope,T7,['OBT:000371'],['HOX activity'],['OBT:000371'],['oxidase activity'],1.0,11437594
OntoBiotope,T8,['OBT:000734'],['methylotrophic'],['OBT:000734'],['methylotroph'],1.0,11437594
NCBI_Taxonomy,T9,['4922'],['Pichia pastoris'],['4922'],"['DSM 70382', 'Pichia pastoris (Guillierm.) Phaff', 'CCRC 21531', 'Komagataella pastoris', 'Pichia pastoris', 'NRRL Y-1603', 'ATCC 28485', 'Komagataella pastoris (Guilliermond) Y.Yamada et al.', 'CBS 704', 'NCYC 175', 'CCRC:21531', 'JCM 3650']",1.0,11437594
OntoBiotope,T10,['OBT:000371'],['hexose oxidase production'],['OBT:000371'],['oxidase activity'],1.0,11437594
NCBI_Taxonomy,T11,['4922'],['P. pastoris'],['4922'],"['DSM 70382', 'Pichia pastoris (Guillierm.) Phaff', 'CCRC 21531', 'Komagataella pastoris', 'Pichia pastoris', 'NRRL Y-1603', 'ATCC 28485', 'Komagataella pastoris (Guilliermond) Y.Yamada et al.', 'CBS 704', 'NCYC 175', 'CCRC:21531', 'JCM 3650']",1.0,11437594
NCBI_Taxonomy,T12,['4932'],['Saccharomyces cerevisiae'],['4932'],"['Saccharomyces oviformis', 'Saccharomyces cerevisiae', 'NRRL Y-12632', 'Candida robusta', ""brewer's yeast"", 'Saccharomyces uvarum var. melibiosus', 'Saccharomyces capensis', 'CBS 1171', 'ATCC 18824', 'Saccharomyces italicus', 'S. cerevisiae', ""baker's yeast""]",1.0,11437594
OntoBiotope,T13,['OBT:000173'],['alpha-mating'],['OBT:000173'],['MATalpha'],1.0,11437594
